article,label
"A senior Ukrainian official dismissed the investigation as “nonsense”. “The whole activity of the FSB and Investigative Committee is nonsense,” Ukraine’s public broadcaster Suspilne cited interior minister spokesman Andriy Yusov as saying. He described the FSB and Investigative Committee as “fake structures that serve the Putin regime, so we will definitely not comment on their next statements”.",1
"A crowdfunding appeal that was launched after Russian attacks on cities across the country on Monday has raised $9.6m (£8.7m) in 24 hours for the purchase of kamikaze drones for the Ukrainian armed forces. An initial 50 Ram II drones, unmanned aerial vehicles with a 3kg explosive payload, designed and built by Ukrainian companies, will be bought with the money, along with three control stations.",1
"Russia’s recent mobilisation increased its military threat in Ukraine, with better-trained soldiers arriving at the frontline, the commander of Ukrainian ground forces said. But Russia was using a lot of old equipment because it had no other way of replenishing supplies, and the Russians had made only slow progress around Bakhmut, one of the main battle zones in eastern Ukraine, Reuters reported.",1
"The US is imposing fresh sanctions on 10 Russian naval entities over Russian operations against Ukrainian ports, the US secretary of state, Antony Blinken, said. Six of the entities targeted in the latest sanctions were designated for operating or having operated in both the defence and related material sector and the marine sector of the Russian economy, the US state department said on Thursday.",1
"Russia’s grip on the city of Kherson appears increasingly fragile. Russian forces seemed to be preparing to withdraw from the east bank of the Dnieper River, ordering a fresh evacuation of civilians and laying the ground for the potential loss of the city of Kherson itself. All civilians were ordered to evacuate immediately over the weekend in the face of the advancing Ukrainian counteroffensive.",1
"There are growing fears Russia’s relentless targeting of Ukraine’s electricity grid will threaten the safety of the country’s nuclear power plants, in the wake of the unprecedented emergency shutdown on Wednesday. Petro Kotin, the president of Ukraine’s nuclear power company, Energoatom, said all safety mechanisms had worked as intended on Wednesday but two generators were damaged in the process.",1
Russia’s foreign minister warned Moldova on Thursday that any actions seen as endangering the security of Russian troops in the breakaway region of Transnistria would be considered an attack on Russia. Sergei Lavrov said: “Everyone should understand that any action that would threaten the security of our troops [in Transnistria] would be considered under international law as an attack on Russia.”,1
"Russia and Ukraine have both launched criminal investigations into strikes that have reportedly killed at least 50 Ukrainian prisoners of war who were held at a pre-trial detention centre in the village of Olenivka, after both countries blamed the other side for the attack. The UN is prepared to send a group of experts to Olenivka to investigate the incident, if it gets consent from both parties.",1
"The death toll from Russia’s rocket strike on a Ukrainian train station has risen to 25 people. Russian forces attacked a train in the village of Chaplyne, Dnipropetrovsk oblast on Wednesday. Four trains caught fire and the deputy head of the president’s office, Kyrylo Tymoshenko, reported on Telegram that two children were killed in the attack. Russia has since confirmed it was behind the attack.",1
Kremlin-linked news websites have claimed that the Ukrainian citizen accused of carrying out the killing of Dugina was a member of the Azov battalion. Kremlin-linked media shared images of what they claimed was the suspect’s ID card identifying her as a member of the Azov regiment. Ukraine’s national guard denied that the woman had served in the Ukrainian military as a member of the Azov regiment.,1
"Russian president Vladimir Putin and Chinese leader Xi Jinping will hold talks to discuss the events of 2022 in late December, the Russian business daily Vedomosti reported. Dmitry Peskov, the Kremlin’s spokesperson, told the newspaper that the date and the agenda of the meeting are already known, but an official announcement will come later. The talks will unlikely be face-to-face, the paper said.",1
"Belarus’ defence ministry said it had completed a series of inspections of its armed forces’ military preparedness, hours ahead of Putin’s visit to Minsk. Weeks of military manoeuvres and inspections have raised fears in Kyiv that Belarus, which acted as a staging post for Russia to launch its invasion of Ukraine in February, could be preparing to take a more active role in the conflict once again.",1
"Russia’s defence ministry said Friday a telephone conversation has taken place between the defence minister Sergei Shoigu, and his US counterpart, Lloyd Austin. The statement says “Topical issues of international security, including the situation in Ukraine, were discussed.” A readout later published by the Pentagon said that Austin “emphasised the importance of maintaining lines of communication”.",1
"The Kremlin said on Monday that it will consult with residents living in two of the Ukrainian regions it moved to annex last week – Kherson and Zaporizhzhia – on how their borders should be defined. Russia does not control the whole territory of any of the four occupied regions of Ukraine it said it would incorporate into the Russian Federation, and the borders it is claiming have remained unclear.",1
"Five Ukrainian civilians were killed by Russian forces on Tuesday, according to a senior government official. Kyrylo Tymoshenko, the deputy head of the president’s office, posted on Telegram that the five were all killed in Donetsk, with 15 people also injured. The Donetsk region has continued to face shelling by Russian troops. Others were wounded in the Kharkiv, Kherson and Dnipropetrovsk regions.",1
"Russia’s defence ministry took the unusual step of denying reports by Russian military bloggers that a naval infantry unit had lost hundreds of men in a fruitless offensive in eastern Ukraine, the state-owned RIA news agency said. It said the ministry had rejected the bloggers’ assertions that the 155th marine brigade of the Pacific Fleet had suffered “high, pointless losses in people and equipment”.",1
"Ukraine dismissed the deputy chief engineer of its Russian-occupied Zaporizhzhia nuclear power plant on Thursday, accusing him of collaborating with Moscow’s forces and treason, the Energoatom state nuclear energy company said. The statement was published a day after Russia said it had promoted the engineer, Yuriy Chernichuk, to serve as the director of the vast nuclear plant in southeastern Ukraine.",1
"A recreation centre has been destroyed and three people injured after Russian shelling in Odesa, a top official has said. Sergey Bratchuk, a representative of the Odesa military administration, said a fire broke out and nearby buildings were damaged after the attack. In a post on the Telegram messaging app he said the damage was caused by two enemy rockets. A rescue operation is continuing, he added.",1
"Russia is to double the number of test launches of its intercontinental ballistic missiles to eight next year from four in 2022, the commander of strategic rocket forces was quoted as saying on Friday. Sergei Karakayev told the military newspaper Krasnaya Zvezda that the eight test flights would be scheduled from two launch sites – one near Murmansk in the north, the other near Volgograd in the south.",1
"Six people have been injured Friday morning in a Russian strike at “an object of industrial infrastructure” in the city of Kharkiv, according to a Telegram post by the regional governor, Oleh Synyehubov. A series of explosions have also been reported in Ukraine’s south-eastern city of Zaporizhzhia, and no casualties were reported after strikes on the coast of the Kutsurub community in Mykolaiv region.",1
"Over the last five days, Russian and Ukrainian forces have probably been fighting for control of the P66 highway, north of the Russian-held Luhansk town of Kremina, the UK Ministry of Defence reports. The P66 is a “key supply route for the northern section of Russia’s Donbas front from the Belgorod region of Russia” and its use has been disrupted by Ukrainian artillery since October, the ministry adds.",1
"Investigators in recaptured territory in the area uncovered 63 bodies bearing signs of torture after Russian forces left, Ukraine’s interior minister was quoted as saying on Thursday. Russia denies its troops target civilians or have committed atrocities. Mass burial sites have been found in other parts previously occupied by Russian troops, including some with civilian bodies showing signs of torture.",1
"The Russian state-owned RIA Novosti news agency has reported that a school was struck by Ukrainian fire in the occupied region of Donetsk, one of the areas of Ukraine that the Russian Federation claims to have annexed. It quoted the Russian-imposed mayor of Donetsk Aleksey Kulemin saying that 10 shells were fired at the central districts of the city, two of which landed in close proximity to the school.",1
"UN secretary-general, António Guterres, called on Thursday for an immediate end to military activity near the Zaporizhzhia nuclear power plant in Ukraine, Europe’s largest. “I am calling on the military forces of the Russian Federation and Ukraine to immediately cease all military activities in the immediate vicinity of the plant and not to target its facilities or surroundings,” he said in a statement.",1
"A Ukrainian military commander has said Russia may try to invade from the north, potentially around the anniversary of when Vladimir Putin ordered his troops to invade Ukraine. Maj Gen Andrii Kovalchuk told Sky News the fiercest fighting might be ahead and appeared particularly focused on the possibility of Russian troops invading via Belarus, on Ukraine’s northern border, in order to target the capital.",1
"Refugees arriving from Ukraine have helped drive Germany’s population to its highest level, the Federal Statistical Office said, with more than 84 million people now living in the European Union’s most populous country. Germany’s female population grew by 1.2%, significantly more than its male population, which increased by 0.8%, reflecting the fact that mainly women and children fled the war in Ukraine.",1
"The leaders of Ukraine, Turkey and the UN are set to meet to review the grain export deal in Lviv on Thursday. The UN secretary general, António Guterres, Zelenskiy, and the Turkish president, Recep Tayyip Erdoğan, will also discuss “the need for a political solution to this conflict” and the situation at the Russian-controlled Zaporizhzhia nuclear power plant, the UN spokesperson Stéphane Dujarric said.",1
"Western governments are mobilising their arms manufacturers to ramp up production and replenish stockpiles heavily diminished by supplying Ukraine’s six-month-old battle against Russia’s invasion. The US defence secretary, Lloyd Austin, is organising a meeting of senior national armaments directors from allied countries to make long-term plans for supplying Ukraine and rebuilding their own arms reserves.",1
"Ukraine’s most senior defence officials have said they believe Russia will attempt a second invasion from the north in the next couple of months, using troops who have been training for the past three months since being mobilised in October. But the Ukrainian forces defending the border say the Russians will not be able to break through as they did in February, when the Sumy region had no defensive lines.",1
"The US secretary of state Antony Blinken said the US had “seen nothing so far that contradicts” Poland’s preliminary assessment that Ukrainian air defences were to blame for Tuesday’s missile incident. US president Joe Biden disputed Ukrainian president Volodymyr Zelenskiy’s comment that the missiles that landed in Poland on Tuesday were not of Ukrainian origin, saying this is not what evidence suggested.",1
"Any referendums on joining Russia in Russian-occupied Ukrainian territories would destroy any remaining window for talks between Kyiv and Moscow, Ukrainian publication Liga.net cited the Ukrainian president’s office spokesman as saying on Tuesday. “Without the referendums, there is still the smallest chance for a diplomatic solution. After the referendums – no,” Liga.net quoted Serhiy Nykyforov as saying.",1
"Shelling by Ukrainian forces killed at least six civilians in the Russian-controlled city on Tuesday, according to the Russian-installed head of the separatist-controlled eastern Ukrainian city of Donetsk, Alexei Kulemzin. The head of the so-called Donetsk People’s Republic (DPR), Denis Pushilin, said Ukrainian shelling had killed a deputy in the self-proclaimed republic’s People’s Council, Maria Pirogova.",1
"In an interview with the Guardian, Ukraine’s defence minister, Oleksii Reznikov, said its forces were preparing for Russia to launch a major offensive in the new year. Reznikov said that while Ukraine was now able to successfully defend itself against Russia’s missile attacks targeting key infrastructure, including the energy grid, evidence was emerging that the Kremlin was preparing a broad new offensive.",1
"Several Russian missiles have been shot down over Kyiv, its mayor Vitalii Klitschko said, after loud explosions were reported in the centre of the Ukrainian capital. “Air defence shot down several Russian missiles over Kyiv. Air raid alarm is still on! Stay in shelters! Air defence continues to work,” he said. Oleksiy Kuleba, the governor of Kyiv region, indicated that “kamikaze” drones had been shot down.",1
"The first shipment of grain from Ukraine to the drought-stricken Horn of Africa since the war began has docked in Djibouti. The UN-chartered vessel Brave Commander is carrying 23,000 tonnes of Ukrainian wheat and will soon be followed by another vessel carrying 7,000 tonnes. The total shipment, which will be unloaded in Djibouti and transported to Ethiopia, is enough to feed 1.5 million people for a month.",1
"Ukraine aims to evacuate two thirds of residents from areas it controls in the eastern battleground region of Donetsk before winter, partly out of concern people won’t be able to stay warm amid war-damaged infrastructure, the deputy prime minister said on Thursday. The government plans to evacuate some 220,000 people out of around 350,000, including 52,000 children, Iryna Vereshchuk told a news conference.",1
"The Ukraine armed forces are advancing “confidently” towards Kherson, according to a Ukrainian military spokesperson. Natalia Hemeniuk, the head of the press centre of Operation Command South, “speaking about what is happening directly in Kherson direction, we are advancing there. Maybe we are not moving as fast as those who present positive news would like, but believe me, these steps are very confident.”",1
"Russian forces have fired more than 1,000 rockets and missiles at Ukraine’s power grid, which is still working despite taking major damage, a senior official said. Volodymyr Kudrytsky, the chief executive of the grid operator Ukrenergo, also told a meeting arranged by the European Bank for Reconstruction and Development that his officials were scouring the world for the complex equipment needed for repairs.",1
"A video allegedly shows members of the private Russian mercenary company Wagner Groupcalling the Russian armed force’s chief of general staff a “piece of shit”. Bellingcat’s Christo Grozev reports that Yevgeny Prigozhin, the Russian businessman and founder of Wagner Group, said he has “nothing to say about this video”, which Grozev writes means the Putin ally is essentially endorsing the attack on Gerasimov.",1
Sweden has said it is on “high alert” for outside intervention in its upcoming election amid increased tensions with Russia. The Scandinavian country’s recently re-established psychological defence agency said it had seen heightened activity from foreign sources after its application to join Nato and it was prepared for the possibility of “something exceptional” in the lead-up to polling day on 11 September.,1
"Ukrainian president Volodymyr Zelenskiy urged the United Nations security council to act against Russia over air strikes on civilian infrastructure that have again plunged Ukrainian cities into darkness and cold as winter sets in. Russia unleashed a missile barrage across Ukraine on Wednesday, killing 10 people, forcing shutdowns of nuclear power plants and cutting water and electricity supply in many places.",1
"Ukrainian prime minister Denys Shmyhal said he saw no need at present to evacuate Kyiv or any other cities that are not near the frontlines in the war against Russia. He made his comments at a cabinet meeting following Russian attacks on Ukraine’s energy system, and after the mayor of Kyiv told residents to consider everything including a worst-case scenario where the capital loses power and water completely.",1
"Horrific video and photos appear to show a fresh atrocity with remains of a Ukrainian prisoner of war stuck on a pole outside a house in the eastern Ukrainian city of Popasna, which was captured by Russian forces in May and is close to the current frontline in the Donbas. “There is nothing human about the Russians. We are at war with non-humans,” said the Ukrainian governor of Luhansk province, Serhiy Haidai.",1
"Russia freed the jailed US basketball star Brittney Griner on Thursday in a high-level prisoner exchange for the notorious arms dealer Viktor Bout, who had been held in a US prison for 12 years. Joe Biden, who had made Griner’s release a top priority after she spent almost 10 months in jail on drugs charges, said in an address from the White House that he had spoken with Griner and found her “in good spirits”.",1
"Turkish President Recep Tayyip Erdoğan said on Friday that he had agreed with his Russian counterpart Vladimir Putin that grain sent under the Black Sea export deal should go to poor African countries for free. “In my phone call with Vladimir Putin, he said ‘Let’s send this grain to countries such as Djibouti, Somalia and Sudan for free’ – and we agreed,” Erdogan said in a speech to businesspeople in Istanbul.",1
"The world’s chemical weapons watchdog says it is keeping a close eye on Ukraine since Russia’s invasion, monitoring “threats of use of toxic chemicals as weapons”. The Organisation for the Prohibition of Chemical Weapons chief, Fernando Arias, met Ukraine’s parliamentary chairman, Ruslan Stefanchuk, to discuss “the implementation of the chemical weapons convention”, the Hague-based organisation said on Friday.",1
"The risk of nuclear weapons being used in the Ukraine conflict has lessened thanks to international pressure on Russia, German Chancellor Olaf Scholz said in an interview published Thursday. “One thing has changed for the time being: Russia has stopped threatening to use nuclear weapons. In response to the international community marking a red line,” Scholz said in the interview with Germany’s Funke media group.",1
"Rafael Grossi, the chief international nuclear inspector, said he saw “the key things I needed to see” and his team was able to gather “a lot of information” during the long-awaited visit. “We have achieved something very important today and the important thing is the IAEA is staying here – let the world know that the IAEA is staying at Zaporizhzhia,” Grossi said in a video from Russia’s RIA Novosti news agency.",1
"A Moscow court has convicted the US basketball player Brittney Griner on drug charges, sentencing her to nine years in prison and a 1m rouble fine in a politically charged verdict that could lead to a prisoner swap with the United States. Griner, a basketball talent who played in Russia during off-seasons from the Phoenix Mercury, was arrested for cannabis possession in Moscow’s Sheremetyevo airport in February.",1
"Ukraine’s forces are holding on to the heavily contested eastern city of Bakhmut, according to Ukraine’s president, Volodymyr Zelenskiy, adding that Kyiv was ready for “all possible defence scenarios” against Moscow and its ally. “The Bakhmut direction is key,” he said in his latest national address. “We keep the city, although the occupiers are doing everything so that not a single undamaged wall remains there.”",1
"Shelling by Ukrainian forces killed at least six civilians in the Russian-controlled city of Donetsk on Tuesday, according to the Russian-installed head of the separatist-controlled eastern Ukrainian city of Donetsk, Alexey Kulemzin. The head of the so-called Donetsk People’s Republic (DPR), Denis Pushilin, said Ukrainian shelling killed a deputy in the self-proclaimed republic’s People’s Council, Maria Pirogova.",1
Australia’s financial intelligence agency has warned Russian paramilitary groups are soliciting cryptocurrency donations to buy weapons and that Australians have donated to terrorist organisations overseas. Senior executives at Australian Transaction Reports and Analysis Centre (Austrac) also said cryptocurrency has become a “standard part of the money-laundering tool kit” for organised crime groups in Australia.,1
"Zelenskiy’s visit to the US is “extremely significant” and will disprove Russian attempts to show that US-Ukrainian relations are “cooling”, Kyiv’s presidential adviser Mykhailo Podolyak said. The Ukrainian president’s trip and meeting with his US counterpart will provide an opportunity to explain the real situation in Ukraine, what weapons Kyiv needs to fight Moscow, and why it needs them, Podolyak told Reuters.",1
"Ukraine received more air defence systems from western allies, defence minister Oleksiy Reznikov announced on Monday. Included in the military aid are national advanced surface-to-air missile System (Nasams) and Italian aspide air defences. “These weapons will significantly strengthen the Ukrainian army and will make our skies safer,” Reznikov said. “Thank you to our partners – Norway, Spain and the US,” he added.",1
"The Russian defence ministry is in the process of buying millions of rockets and artillery shells from North Korea to support its invasion of Ukraine, according to a newly downgraded US intelligence finding. A US official said the fact Russia was turning to North Korea demonstrated that “the Russian military continues to suffer from severe supply shortages in Ukraine, due in part to export controls and sanctions”.",1
"The White House has confirmed that the CIA director, William J Burns, was in Ankara in Turkey on Monday to speak with his Russian counterpart. A White House official said Ukraine was briefed in advance about the visit, that Burns was not conducting any kind of negotiations, and he was conveying a message on the consequences of the use of nuclear weapons by Russia, and the risks of escalation to strategic stability.",1
"Politicians across Europe have warned that the suspected sabotaging of the two Nord Stream pipelines could herald a new stage of hybrid warfare targeting vulnerable energy infrastructure in order to undermine support of Ukraine. Norway’s prime minister, Jonas Gahr Støre, said his country would step up its military presence at Norwegian installations after the country became Europe’s largest supplier of natural gas.",1
"The US has announced fresh sanctions on dozens of people and entities over alleged human rights abuse or corruption across nine countries, including Russia, China and Iran. The latest sanctions list includes Russia’s Central Election Commission, which Washington accused of helping to oversee and monitor what the US said are “sham referendums” held in Russia-controlled areas of Ukraine, as well as 15 of its members.",1
"The US secretary of state condemned the Russian attack against Odesa, accusing Russia of deepening the global food shortage. In a statement posted on Twitter, Antony Blinken said: “The United States strongly condemns Russia’s attack on the port of Odesa today. It undermines the effort to bring food to the hungry and the credibility of Russia’s commitments to the deal finalized yesterday to allow Ukrainian exports.”",1
"Nato secretary general, Jens Stoltenberg, accused Vladimir Putin of provoking “the most serious escalation” of the war in Ukraine since it began with his latest actions. Russia’s move was “the largest attempted annexation of European territory by force since the second world war”, Stoltenberg said, adding that Nato reaffirmed its “unwavering support” for Ukraine’s independence, sovereignty and territorial integrity.",1
"The Zaporizhzhia nuclear power plant has been disconnected from its last remaining main power line to the grid and is relying on a reserve line, the International Atomic Energy Agency said. Previously, there had been reports the plant in south-eastern Ukraine had been knocked offline in the early hours of Saturday amid sustained shelling that destroyed a key power line, according to local Russian-backed authorities.",1
"Children returned to Ukrainian schools left damaged by occupying Russian forces on Thursday. Only schools that are fit for use, are in areas that do not face a regular threat of shelling and that have enough students opt for in-person teaching will reopen. School administrations have been preparing for the new academic year by outfitting basements as shelters and training teachers on what to do in case of an attack.",1
"The UK’s ministry of defence has described the mobilisation as an admission that Russia has “exhausted its supply of willing volunteers to fight in Ukraine”. It said “Russia is likely to struggle with the logistical and administrative challenges of even mustering the 300,000 personnel. It will probably attempt to stand up new formations with many of these troops, which are unlikely to be combat effective for months.”",1
"The MoD said Russian soldiers are likely to have suffered heavy casualties while digging “ambitious” trench systems near the town of Svatove in the Luhansk oblast while under heavy artillery fire. It added that Russian reservists have been killed in large numbers in frontal assaults into well-defended Ukrainian areas near Bakhmut in the Donetsk region. Both areas are in eastern Ukraine, towards the border with Russia.",1
"Putin hosted leaders of other former Soviet states in St Petersburg on Monday. In televised remarks he said threats to the security and stability of the Eurasian region were increasing. “Unfortunately challenges and threats in this area, especially from the outside, are only growing each year,” he said. “We also have to acknowledge unfortunately that disagreements also arise between member states of the commonwealth.”",1
"Russia was sending a large number of reserve troops to Sievierodonetsk from other battle zones to try to gain full control of the besieged eastern city, the governor of Ukraine’s Luhansk region said on Sunday. “Today, tomorrow, or the day after tomorrow, they will throw in all the reserves they have … because there are so many of them there already, they’re at critical mass,” Serhiy Gaidai said on national television.",1
"Ukrainian forces have secured all of Kupiansk and driven Russian troops from their remaining positions on the east bank of the river that divides the north-eastern Ukrainian city. Most of Kupiansk, a strategic railway junction, was recaptured earlier this month as part of a counteroffensive by Ukrainian troops. AFP reported that those Russian troops who held out on the east bank of the Oskil river have been driven out.",1
"EU member states failed to agree on a ninth package of Russia sanctions in talks late on Wednesday, diplomats said, as EU leaders gathered in Brussels on Thursday for their last summit of the year. Countries moved closer to a deal in Wednesday’s negotiations but Poland and some other countries still have objections, one EU diplomat told Reuters, adding that a new draft was expected to be circulated on Thursday evening.",1
"The US believes Russia has suffered between 70,000 and 80,000 casualties, either killed or wounded, since its latest invasion of Ukraine began on 24 February. Colin Kahl, the Pentagon’s top policy official said: “The Russians are taking a tremendous number of casualties on the other side of the equation. I think it’s safe to suggest that the Russians are probably taking 70 or 80,000 casualties in less than six months.”",1
"Concern about the potential risk of radiation leaks at the plant persists. Ukrainian and Russian authorities issued fresh warnings about the risk of radioactive leaks, after shelling that the sides blamed on each other. Ukraine’s state energy operator warned there are “risks of hydrogen leakage and sputtering of radioactive substances”. Russia has ignored widespread international calls for the area to be demilitarised.",1
"Britain’s defence secretary, Ben Wallace, said he would be “open minded” about supplying Ukraine with longer-range weapons if Russia continued to target civilian areas. Wallace said he “constantly” reviewed the weapons systems the UK sends to Ukraine, and that he “will be open minded to see what we do next” if Moscow tries to “break those Geneva conventions”, referring to agreed basic humanitarian principles during war.",1
"At least one person has died after three residential buildings in the capital, Kyiv, were hit, according to the city’s mayor, Vitali Klitschko. He said the buildings were in Kyiv’s Pechersk district, a residential area just north of the presidential administration. Klitschko said medics and rescue workers were on their way to the scenes. Widespread power outages are reported across the country as a result of the attack.",1
"Prystaiko also said that Russia is “running out of sophisticated weapons” and using missiles like “dumb bombs”, and said that Ukraine was still making progress on the frontline but “not as spectacular as it used to be a couple weeks ago”. He said in the south “we are closing the circle” and that “there are almost 20,000 Russian soldiers there. If you manage to capture them it will be a huge blow for the whole campaign.”",1
"A Russian-installed official in a part of Ukraine’s southern Kherson region controlled by Russian forces was killed on Thursday in a car bomb attack, according to the pro-Moscow local administration. Andrei Shtepa, the pro-Russian head of the village of Lyubimovka in the Kherson region, reportedly died after a car blew up, it said, blaming “Ukrainian terrorists”. The report has not been able to be independently verified.",1
"Vladimir Putin has vowed that Russia will fulfil all the goals of what Moscow calls its “military campaign” in Ukraine in an end-of-year meeting of his top defence officials. In his speech, where he laid his country’s military plans to defence chiefs in Moscow, Putin said he will ensure that Russia’s nuclear forces are combat-ready and that there were no financial limits on what the government would provide its military.",1
"Russia said on Thursday the German parliament’s move to recognise the 1932-33 famine in Ukraine as a Soviet-imposed genocide was an anti-Russian provocation and an attempt by Germany to whitewash its Nazi past. In a decision welcomed by the Ukrainian president, Volodymyr Zelenskiy, German lawmakers passed a resolution on Wednesday declaring the death by starvation of millions of Ukrainians – the Holodomor – was genocide.",1
"A Russian court on Wednesday extended by six months the detention of opposition politician Ilya Yashin, who risks being jailed for 10 years for denouncing president Vladimir Putin’s assault on Ukraine. The 39-year-old Moscow city councillor is in the dock as part of an unprecedented crackdown on dissent in Russia, with most opposition activists either in jail or in exile. He faces up to 10 years behind bars, if convicted.",1
"Ukraine is using wooden decoys of advanced US rocket systems to trick Russia into wasting its missiles on them, according to the Washington Post. The decoy versions of US-supplied rocket launcher systems drew at least 10 Russian Kalibr cruise missiles, leading Ukraine to further boost its production of replicas in an effort to lure Moscow into firing its expensive long-range missiles on fake targets, the publication said.",1
"Volodymyr Zelenskiy urged the west to intensify its economic sanctions against Russia as he said business leaders in Davos needed to decide whether “brute force” should rule the world. In a keynote video address to the World Economic Forum, Zelenskiy called for a full oil embargo, the severing of Russian banks from the global financial system, the complete isolation of the Russian IT sector and a ban on trade with Russia.",1
"The Belarusian president, Alexander Lukashenko, said that recent military manoeuvres were not aimed at Ukraine and dismissed “conspiracy theories” about deployments of Belarusian armed forces at the border. Speaking at a conference of military leaders marking the end of snap military inspections held this month, Lukashenko also said he could not rule out “aggression” against Belarus on the part of unspecified “neighbours”.",1
"Nearly a third of Ukraine’s power stations have been destroyed by Russian drone and missile attacks in the past eight days, President Volodymyr Zelenskiy has said, as his office warned of a “critical” power situation nationwide. Zelenskiy accused Russia of engaging in “terrorist attacks” affecting a significant proportion of the country’s critical infrastructure and wreaking havoc on electricity and other utility supplies.",1
"United Nations member states have voted to make an exception to allow Volodymyr Zelenskiy to address next week’s general assembly by video, despite Russian opposition. Of the 193 member states, 101 voted on Friday in favour of allowing the Ukrainian president to “present a pre-recorded statement” instead of in-person as usually required. Seven members voted against the proposal, including Russia. Nineteen states abstained.",1
"Matilda Bogner, head of the monitoring mission, told a Geneva press briefing that the “vast majority” of Ukrainian prisoners they interviewed held by Russian forces reported torture and ill-treatment. She gave examples of dog attacks, electric shocks with Tasers and military phones and sexual violence. On the Ukrainian side, Bogner reported “credible allegations” of summary executions of Russian prisoners among other abuses.",1
"Russian forces have fired more than 1,000 rockets and missiles at Ukraine’s power grid during the war. The grid is still working despite taking major damage, a senior official said. Volodymyr Kudrytsky, the chief executive of the grid operator Ukrenergo, also told a meeting arranged by the European Bank for Reconstruction and Development that his officials were scouring the world for the complex equipment needed for repairs.",1
"Ukrainian forces have been managing to push back against Russian troops in fierce fighting in Sievierodonetsk despite Moscow “throwing all its power” into capturing the key eastern city , Ukrainian officials said on Saturday . In an interview aired online, the Luhansk regional governor, Sergiy Gaiday, said the Russian army has taken control over most of Sievierodonetsk, but that Ukrainian forces were still pushing them back.",1
"Kyiv has rebuked the French president, Emmanuel Macron, for saying it was important not to “humiliate Russia”. The Ukrainian foreign minister, Dmytro Kuleba, tweeted in response: “Calls to avoid humiliation of Russia can only humiliate France and every other country that would call for it. Because it is Russia that humiliates itself. We all better focus on how to put Russia in its place. This will bring peace and save lives.”",1
"More than 15,000 people have gone missing during the war in Ukraine, an official in the Kyiv office of The Hague-based International Commission on Missing Persons said. The ICMP’s programme director for Europe, Matthew Holliday, said it was unclear how many people had been forcibly transferred, were being held in detention in Russia, were alive and separated from family members, or had died and been buried in makeshift graves.",1
"After retreating around 20km in the north of the Kherson sector in early October, Russian forces are likely attempting to consolidate a new front line west from the village of Mylove , according to British intelligence. Heavy fighting continues along this line, especially at the western end where Ukrainian advances mean Russia’s flank is no longer protected by the Inhulets River, the latest UK Ministry of Defence report reads.",1
"The UN expects to see a “big uptick” in applications for ships to export Ukrainian grain after transit procedures were agreed by Russia, Ukraine, Turkey and the United Nations, a senior UN official said on Wednesday. The number of inbound vessels is expected to “grow in the near future” as grain deals are made, said Frederick Kenney, interim UN coordinator in Istanbul. So far, 24 grain carrying ships have left Ukrainian ports.",1
"The British government has condemned the exploitation of prisoners of war as two more British men held by Russian proxies in east Ukraine and charged with “mercenary activities” could face the death penalty. Andrew Hill of Plymouth and Dylan Healy of Huntingdon were reported to have been charged with “forcible seizure of power” and undergoing “terrorist” training, according to a state news agency in Russian-controlled Donetsk.",1
"The deputy head of the Russian-installed administration in the Kherson region died in a car crash, state news agencies reported, citing local Russian-backed officials. Kirill Stremousov, previously an anti-vaccine blogger and political marginal, emerged as one of the most prominent public faces of the Russian occupation of Ukraine. Putin posthumously decorated Stremousov with the Order of Courage, the Kremlin said on Wednesday.",1
"Putin will visit Belarus on Monday, AFP is reporting, citing the Minsk presidential press service. Putin’s visit comes as the UK warns that Belarus is reportedly holding “readiness exercises”. Russia has also deployed extra units of mobilised reservists to Belarus. The UK Ministry of Defence wrote that Belarusian troops would be unlikely to constitute a force capable of conducting a successful new assault into northern Ukraine.",1
"The UN secretary general, António Guterres, said he was “deeply concerned” by Russia’s suspension of the grain export deal and delayed his departure to attend the Arab League summit in Algiers for a day to try to revive it. Russia requested a meeting on Monday of the UN’s security council to discuss the issue. Guterres was engaged in “intense contacts” to get the agreement back and spoke to the EU’s top diplomat, Josep Borrell.",1
"At least four people were killed on Monday, Volodymyr Zelenskiy said, amid Russian strikes during which 60 of 70 missiles were shot down. The strikes targeted Ukraine’s critical infrastructure, the air force said. Energy workers had already begun work on restoring power, said Zelenskiy, the Ukrainian president. Officials said airstrikes destroyed homes in the south, knocked out power in the north and killed at least two people.",1
"The UK Ministry of Defence has claimed Russia orchestrated a distraction campaign by announcing that 70,000 Belarusian troops would be involved in a new Russian-Belarussian group of forces. It is unlikely that Russia has actually deployed a significant number of extra troops into Belarus and the announcement is likely an attempt to convince Ukraine to divert forces to guard the northern border, according to British intelligence.",1
"Emergency workers recovered three bodies from a school hit by a Russian strike in eastern Ukraine, officials said on Friday, one of a string of attacks as Russia claims its forces destroyed four Himar (high mobility artillery rocket) systems. The casualties in the city of Kramatorsk followed a barrage Thursday on a densely populated area of Ukraine’s second-largest city, Kharkiv, that killed at least three people and wounded 23.",1
"Two top commanders of fighters who defended the Azovstal steel plant in Mariupol have been transferred to Russia for investigation, Russia’s state news agency TASS reported. Citing an unnamed Russian law enforcement source, TASS said late on Saturday that Svyatoslav Palamar, a deputy commander of the Azov battalion, and Serhiy Volynsky, the commander of the 36th Marine Brigade of the Ukrainian Armed Forces, were moved to Russia.",1
